Gene_name,amount_interactors,allinteractors,interactors_processed,IsBait
HAP1,11,MKLN1;TP53BP2;NOSIP;HOOK3;IMPACT;PRKRIR;NBR1;CC2D1A;PPP1R12A;TXLNG;TXLNA,MKLN1;TP53BP2;NOSIP;HOOK3;IMPACT;PRKRIR;NBR1;CC2D1A;PPP1R12A;TXLNG;TXLNA,Y
SPEM1,1,PPP1R1A,PPP1R1A,Y
HBXIP,39,TRMT6;C7orf59;C19orf50;STK38;ATP6V0A2;PLXDC2;GFM2;TFCP2;RPL23;FHL2;TSEN15;FNIP2;RPTOR;C3orf37;ERI3;C17orf59;ITPA;MOB2;LOH12CR1;LOC729991;SLC38A9;GFER;MTHFD2L;NKIRAS2;DNLZ;RRAGC;RRAGD;LAMTOR2;UBP1;STK38L;SNAPIN;CDC16;TTF2;RRAGA;C10orf32;BLOC1S2;LAMTOR3;ATP6V0A1;INPP5F,TRMT6;C7orf59;C19orf50;STK38;ATP6V0A2;PLXDC2;GFM2;TFCP2;RPL23;FHL2;TSEN15;FNIP2;RPTOR;C3orf37;ERI3;C17orf59;ITPA;MOB2;LOH12CR1;LOC729991;SLC38A9;GFER;MTHFD2L;NKIRAS2;DNLZ;RRAGC;RRAGD;LAMTOR2;UBP1;STK38L;SNAPIN;CDC16;TTF2;RRAGA;C10orf32;BLOC1S2;LAMTOR3;ATP6V0A1;INPP5F,Y
ESRRA,4,ESRRB;PTGES2;ESRRG;GYPB,ESRRB;PTGES2;ESRRG;GYPB,N
KRIT1,6,SMURF2;UBFD1;SLC34A2;ITGB1BP1;HEG1;CCM2,SMURF2;UBFD1;SLC34A2;ITGB1BP1;HEG1;CCM2,Y
LCP1,34,AGPAT1;STX17;GLYR1;C18orf21;C6orf162;FTH1;CCR1;KLK10;FRMD1;EBF2;GNG8;GUCY1A3;C3orf32;PLS3;TCEB3B;MBNL1;RNF41;DKK2;TMEM66;EGFL8;PRKX;TTL;SGTB;PTDSS1;RHBDD1;OR2A4;IKBKE;PPP2R2B;NRSN1;CYP3A43;PLS1;GOT1;LHFPL4;SSBP2,AGPAT1;STX17;GLYR1;C18orf21;C6orf162;FTH1;CCR1;KLK10;FRMD1;EBF2;GNG8;GUCY1A3;C3orf32;PLS3;TCEB3B;MBNL1;RNF41;DKK2;TMEM66;EGFL8;PRKX;TTL;SGTB;PTDSS1;RHBDD1;OR2A4;IKBKE;PPP2R2B;NRSN1;CYP3A43;PLS1;GOT1;LHFPL4;SSBP2,Y
PISD,5,TPK1;HNRNPA1L2;DNAJA2;FAM192A;IGLL5,TPK1;HNRNPA1L2;DNAJA2;FAM192A;IGLL5,Y
NUCKS1,126,HIST1H2BB;MRE11A;NAN;H1FX;KDM5B;MCM7;CBX5;ANAPC7;EED;UBA52;RIF1;LCOR;EZH2;CDCA8;SMARCC1;SMARCB1;HIST1H2AC;AZGP1;BANF1;CSNK2A2;WHSC1;UBC;NEDD8-MDP1;POLE3;HIST1H4A;CBX1;SLC30A5;SUZ12;CECR2;TOP2A;HIST2H2AB;MCM6;H2AFV;PARP1;CSNK2A1;CSNK2A3;LIG3;ZMYM4;EMSY;MYST3;ING4;RPL22;XRCC5;DDB1;PSIP1;INTS3;HIST2H3A;RAI1;POLB;NEDD8;RSF1;RPS3;NUMA1;NUCKS1;BAZ1A;ZNF280C;RCOR1;KIF20A;ATRX;MCM4;RNF169;RFC1;ZNF512;UBB;HMG20A;CHAMP1;HIST1H2BO;C11ORF30;HIST1H1C;SMARCA1;RPL36;HIST1H1D;RBBP5;BAZ1B;MECP2;PSMA1;PRKDC;HIST2H2AC;H1F0;ING5;UHRF1;SMARCA5;H2AFZ;PHIP;RFC5;H2AFY2;POGZ;CDC26;MTF2;CBX3;CUL4A;KAT7;H2AFY;RPS27A;HIST2H2AA3;SMARCE1;RPL32;TOP2B;CHRAC1;KDM3B;MTA1;TCF20;KAT6A;HP1BP3;WDR5;HIST2H2BE;BRD7;INIP;SRCAP;RBBP4;MTA2;ASH2L;ZNF22;PBRM1;MSL1;CUL4B;ZMYM3;RBBP7;HIST1H2BJ;PHF14;PYCR2;SMARCA4;MDC1;KMT2A;BRPF1;CDC27,HIST1H2BB;MRE11A;NAN;H1FX;KDM5B;MCM7;CBX5;ANAPC7;EED;UBA52;RIF1;LCOR;EZH2;CDCA8;SMARCC1;SMARCB1;HIST1H2AC;AZGP1;BANF1;CSNK2A2;WHSC1;UBC;NEDD8-MDP1;POLE3;HIST1H4A;CBX1;SLC30A5;SUZ12;CECR2;TOP2A;HIST2H2AB;MCM6;H2AFV;PARP1;CSNK2A1;CSNK2A3;LIG3;ZMYM4;EMSY;MYST3;ING4;RPL22;XRCC5;DDB1;PSIP1;INTS3;HIST2H3A;RAI1;POLB;NEDD8;RSF1;RPS3;NUMA1;BAZ1A;ZNF280C;RCOR1;KIF20A;ATRX;MCM4;RNF169;RFC1;ZNF512;UBB;HMG20A;CHAMP1;HIST1H2BO;C11ORF30;HIST1H1C;SMARCA1;RPL36;HIST1H1D;RBBP5;BAZ1B;MECP2;PSMA1;PRKDC;HIST2H2AC;H1F0;ING5;UHRF1;SMARCA5;H2AFZ;PHIP;RFC5;H2AFY2;POGZ;CDC26;MTF2;CBX3;CUL4A;KAT7;H2AFY;RPS27A;HIST2H2AA3;SMARCE1;RPL32;TOP2B;CHRAC1;KDM3B;MTA1;TCF20;KAT6A;HP1BP3;WDR5;HIST2H2BE;BRD7;INIP;SRCAP;RBBP4;MTA2;ASH2L;ZNF22;PBRM1;MSL1;CUL4B;ZMYM3;RBBP7;HIST1H2BJ;PHF14;PYCR2;SMARCA4;MDC1;KMT2A;BRPF1;CDC27,Y
CAB39,11,STRADA;C5orf24;G6PC3;CAB39L;EEF1A2;STK11;STK25;OR52B2;PDCD10;STRADB;PIP4K2A,STRADA;C5orf24;G6PC3;CAB39L;EEF1A2;STK11;STK25;OR52B2;PDCD10;STRADB;PIP4K2A,Y
ASS1,47,ASS1;TMEM184A;CS;PABPN1L;B3GNT2;LDHA;UQCRC1;GFM1;CA10;BTBD1;ACADM;UQCRFS1P1;HSPE1;OAZ3;HSPD1;ETFB;ICAM4;PC;BRP44L;NDUFA3;LGI2;SDHA;TIMM44;SLC25A6;C1QBP;MDH2;UQCRB;LETM1;UQCRFS1;FAM117B;ZNF354C;GAPDH;IARS2;GDF15;SIRT3;ATP6V0A4;PDHB;OAT;TRAP1;LRRC49;NDUFAF2;COX5A;PPA2;ALDH1B1;NEUROG1;SFXN1;NEUROG3,TMEM184A;CS;PABPN1L;B3GNT2;LDHA;UQCRC1;GFM1;CA10;BTBD1;ACADM;UQCRFS1P1;HSPE1;OAZ3;HSPD1;ETFB;ICAM4;PC;BRP44L;NDUFA3;LGI2;SDHA;TIMM44;SLC25A6;C1QBP;MDH2;UQCRB;LETM1;UQCRFS1;FAM117B;ZNF354C;GAPDH;IARS2;GDF15;SIRT3;ATP6V0A4;PDHB;OAT;TRAP1;LRRC49;NDUFAF2;COX5A;PPA2;ALDH1B1;NEUROG1;SFXN1;NEUROG3,Y
NDUFA6,19,NDUFA9;FAHD1;NDUFS7;NDUFS5;NDUFV3;DNAJC30;NDUFB11;NDUFA13;HLA-DRB1;NDUFB3;SCARA3;NDUFS6;ITGAD;NDUFC2;EXTL3;NDUFA7;NDUFA1;TOM1L2;THEM5,NDUFA9;FAHD1;NDUFS7;NDUFS5;NDUFV3;DNAJC30;NDUFB11;NDUFA13;HLA-DRB1;NDUFB3;SCARA3;NDUFS6;ITGAD;NDUFC2;EXTL3;NDUFA7;NDUFA1;TOM1L2;THEM5,N
HBB,91,C10orf46;ZNRF1;STX17;PGPEP1;LGALS3;PLLP;DAO;PXK;GDPD1;HDAC9;DNAJA1;MATN2;MDM4;SEP15;SCGB1D1;ETFDH;P2RX6;HBE1;ATP6V0C;RER1;PDE7B;ACAA1;MED17;KIFAP3;C2CD4A;C9orf85;CDYL;YWHAQ;NEFM;GNG8;RIC8A;GOLGA2;SLC9A5;SLC2A14;COPS3;KIAA1467;ITLN2;HCN1;PSMC5;BNC1;RHOA;C3orf46;SSX2;DACH1;MGAT4B;AGA;MAPK6;UBE2U;GABARAPL1;SDHD;TTC19;SGPL1;FNDC1;GUCY1A3;C1orf228;JOSD2;SDCBP;LPAR2;HSPA8;LPAR6;GRID1;ANXA9;FBLN7;HSDL1;TAF12;RPL32;BMP5;GSTT1;PNKP;UPF3A;IGLL5;KLK10;NHLH2;C20orf7;GLIPR1;CYTIP;TRAF3IP3;UBE2V1;GK3P;DKK2;ZDHHC19;HMGCLL1;MSL1;SEMG2;C1QL3;DTWD1;HIST1H2BJ;TMEM92;CTSG;PLXNB1;MSL2,C10orf46;ZNRF1;STX17;PGPEP1;LGALS3;PLLP;DAO;PXK;GDPD1;HDAC9;DNAJA1;MATN2;MDM4;SEP15;SCGB1D1;ETFDH;P2RX6;HBE1;ATP6V0C;RER1;PDE7B;ACAA1;MED17;KIFAP3;C2CD4A;C9orf85;CDYL;YWHAQ;NEFM;GNG8;RIC8A;GOLGA2;SLC9A5;SLC2A14;COPS3;KIAA1467;ITLN2;HCN1;PSMC5;BNC1;RHOA;C3orf46;SSX2;DACH1;MGAT4B;AGA;MAPK6;UBE2U;GABARAPL1;SDHD;TTC19;SGPL1;FNDC1;GUCY1A3;C1orf228;JOSD2;SDCBP;LPAR2;HSPA8;LPAR6;GRID1;ANXA9;FBLN7;HSDL1;TAF12;RPL32;BMP5;GSTT1;PNKP;UPF3A;IGLL5;KLK10;NHLH2;C20orf7;GLIPR1;CYTIP;TRAF3IP3;UBE2V1;GK3P;DKK2;ZDHHC19;HMGCLL1;MSL1;SEMG2;C1QL3;DTWD1;HIST1H2BJ;TMEM92;CTSG;PLXNB1;MSL2,Y
NID2,41,LGALS9;LGALS3;PPIB;PILRA;TMED7;TMEM25;DEFA1;EPHA7;LAMA1;PITRM1;FBXO2;ETV6;CCDC71;MANEA;OLFM4;MATN2;RAMP1;SLURP1;LGALS7;FGF4;C7orf34;TAZ;AGRN;KLKB1;LAMB1;SUSD4;LSM12;LYG2;LGALS1;TMED4;CGB3;POTEI;OSBPL3;HADHA;NID1;LAMA5;LAMB2;LY86;LRRTM4;LAMC1;LAMA4,LGALS9;LGALS3;PPIB;PILRA;TMED7;TMEM25;DEFA1;EPHA7;LAMA1;PITRM1;FBXO2;ETV6;CCDC71;MANEA;OLFM4;MATN2;RAMP1;SLURP1;LGALS7;FGF4;C7orf34;TAZ;AGRN;KLKB1;LAMB1;SUSD4;LSM12;LYG2;LGALS1;TMED4;CGB3;POTEI;OSBPL3;HADHA;NID1;LAMA5;LAMB2;LY86;LRRTM4;LAMC1;LAMA4,Y
LCORL,2,NCAPG2;DTL,NCAPG2;DTL,N
ARHGAP44,17,CD2AP;VPS26A;BCL7B;SLC9A3R2;PUS7;STK24;CASP4;TRIP10;SH3KBP1;CASP5;PPP3CC;ARHGAP17;WDTC1;SH3BP1;PFKM;NAA25;FNBP1L,CD2AP;VPS26A;BCL7B;SLC9A3R2;PUS7;STK24;CASP4;TRIP10;SH3KBP1;CASP5;PPP3CC;ARHGAP17;WDTC1;SH3BP1;PFKM;NAA25;FNBP1L,Y
ZNF281,21,GPRIN1;KIF21B;GOLGA5;ZNF281;TP53BP1;MLKL;MAGED2;TNPO1;TMED10;CCT7;NIPSNAP1;OSBPL5;PRCC;C2orf44;KCNAB2;ZNF644;FAM190B;CHMP4B;LGALS3BP;TAP2;MICALL2,GPRIN1;KIF21B;GOLGA5;TP53BP1;MLKL;MAGED2;TNPO1;TMED10;CCT7;NIPSNAP1;OSBPL5;PRCC;C2orf44;KCNAB2;ZNF644;FAM190B;CHMP4B;LGALS3BP;TAP2;MICALL2,Y
CKAP4,64,AGPAT1;PARP1;S1PR1;HACD3;C18orf21;VAPA;G3BP2;FBXO28;MED21;CKAP4;CANX;COLEC10;PINK1;RGS3;SEMA7A;RNF144A;CCR1;PIGT;SLC39A4;CYB5B;LPAR1;B3GAT3;RAMP3;GOLGA7;C3orf32;FNDC5;CHRNA9;TECTB;CDKAL1;PHF11;CCDC47;UPK1A;MBNL1;AP1B1;TMEM169;VSIG8;TMEM66;LYPD3;H2BC21;SERINC2;GPR151;ADPGK;VAPB;PRELP;SAAL1;HS2ST1;RTN4R;RPS16;MALL;FFAR1;NRSN1;PGRMC1;ATP2A1;WIF1;HMOX2;YIF1B;GGH;STS;IPPK;SLC7A1;TOR3A;DNAJC5B;PSPC1;GRIA1,AGPAT1;PARP1;S1PR1;HACD3;C18orf21;VAPA;G3BP2;FBXO28;MED21;CANX;COLEC10;PINK1;RGS3;SEMA7A;RNF144A;CCR1;PIGT;SLC39A4;CYB5B;LPAR1;B3GAT3;RAMP3;GOLGA7;C3orf32;FNDC5;CHRNA9;TECTB;CDKAL1;PHF11;CCDC47;UPK1A;MBNL1;AP1B1;TMEM169;VSIG8;TMEM66;LYPD3;H2BC21;SERINC2;GPR151;ADPGK;VAPB;PRELP;SAAL1;HS2ST1;RTN4R;RPS16;MALL;FFAR1;NRSN1;PGRMC1;ATP2A1;WIF1;HMOX2;YIF1B;GGH;STS;IPPK;SLC7A1;TOR3A;DNAJC5B;PSPC1;GRIA1,Y
TLR9,16,LRRC3;HSPA5;GUCY1B3;TMEM63B;ABCB9;CNPY3;ADCY3;PDZD8;DNAJC18;MTHFR;KCNG1;SNX14;PDE3B;HLA-C;FAM69A;ABCD4,LRRC3;HSPA5;GUCY1B3;TMEM63B;ABCB9;CNPY3;ADCY3;PDZD8;DNAJC18;MTHFR;KCNG1;SNX14;PDE3B;HLA-C;FAM69A;ABCD4,Y
HDLBP,28,HSPA1A;GRK7;PABPC5;CCT8L2;USP47;IL20RA;FGB;C1orf35;CHKB;SIRT5;RPL26L1;CYP1A1;BAG2;RPL35A;FAM46A;HNRNPCL2;TNFRSF1B;PRKY;GTF2E2;WDR59;HOXC5;SNRNP27;HSPA8;TENC1;SERPINB2;RPS3;TMEM171;HSPA2,HSPA1A;GRK7;PABPC5;CCT8L2;USP47;IL20RA;FGB;C1orf35;CHKB;SIRT5;RPL26L1;CYP1A1;BAG2;RPL35A;FAM46A;HNRNPCL2;TNFRSF1B;PRKY;GTF2E2;WDR59;HOXC5;SNRNP27;HSPA8;TENC1;SERPINB2;RPS3;TMEM171;HSPA2,Y
STBD1,19,HMGN1;PPP1R3D;CAV2;XPO5;EPM2A;PRKCDBP;PPP1R3B;PYGM;GABARAPL1;MID1;GYS1;GYG1;AGL;GBE1;WDFY1;GABARAP;GYG2;ZNF787;PYGL,HMGN1;PPP1R3D;CAV2;XPO5;EPM2A;PRKCDBP;PPP1R3B;PYGM;GABARAPL1;MID1;GYS1;GYG1;AGL;GBE1;WDFY1;GABARAP;GYG2;ZNF787;PYGL,Y
BAX,22,ERCC6;YY1;C18orf21;ATAD5;SERPINB12;BAX;LIG3;GEMIN2;BCL2L10;C6orf222;PNPLA6;NSFL1C;MCL1;BDP1;BCL2L1;BCL2L15;NIN;EDRF1;PRSS23;BCL2;BCL2L2;YY2,ERCC6;YY1;C18orf21;ATAD5;SERPINB12;LIG3;GEMIN2;BCL2L10;C6orf222;PNPLA6;NSFL1C;MCL1;BDP1;BCL2L1;BCL2L15;NIN;EDRF1;PRSS23;BCL2;BCL2L2;YY2,Y
PIF1,8,PPP2R2D;PASK;XRCC6BP1;DCAF11;ANKHD1-EIF4EBP3;GMNN;DICER1;PCBP3,PPP2R2D;PASK;XRCC6BP1;DCAF11;ANKHD1-EIF4EBP3;GMNN;DICER1;PCBP3,Y
IRF3,15,AXL;CSNK1G3;LRWD1;ATP1A3;ANKRD40;TELO2;CCDC47;C5orf34;USP19;MOCOS;PSEN2;TMEM132A;MSRA;MOCS3;GLMN,AXL;CSNK1G3;LRWD1;ATP1A3;ANKRD40;TELO2;CCDC47;C5orf34;USP19;MOCOS;PSEN2;TMEM132A;MSRA;MOCS3;GLMN,Y
SLC39A8,21,CHSY1;MGAT5;C1GALT1C1;ERGIC2;HMOX1;TAOK2;TMEM179B;GPD2;ZDHHC17;SLC9A6;SPPL3;C3orf33;GOLIM4;SGPP1;VAPB;LEMD2;FAM82A1;C1orf43;TMX2;ST7L;TSPAN15,CHSY1;MGAT5;C1GALT1C1;ERGIC2;HMOX1;TAOK2;TMEM179B;GPD2;ZDHHC17;SLC9A6;SPPL3;C3orf33;GOLIM4;SGPP1;VAPB;LEMD2;FAM82A1;C1orf43;TMX2;ST7L;TSPAN15,Y
